27/11/2023 10:23:50 am
Time(s)	Displacement(mm) Force(N)
276.4936	50.0000	4.0479
276.5942	50.0000	4.0506
276.6944	50.0000	4.0504
276.7938	50.0000	4.0491
276.8944	50.0000	4.0508
276.9944	50.0000	4.0494
277.0944	50.0000	4.0501
277.1944	50.0000	4.0504
277.2944	50.0000	4.0500
277.3942	50.0000	4.0500
277.4944	50.0000	4.0488
277.5944	50.0000	4.0498
277.6964	50.0000	4.0466
277.7960	50.0000	4.0498
277.8968	50.0000	4.0491
277.9965	50.0000	4.0499
278.0965	50.0000	4.0489
278.1968	50.0000	4.0497
278.2966	50.0000	4.0483
278.3967	50.0000	4.0507
278.4965	50.0000	4.0498
278.5967	50.0000	4.0511
278.6968	50.0000	4.0479
278.7977	50.0000	4.0502
278.8980	50.0000	4.0482
278.9977	50.0000	4.0498
279.0994	50.0000	4.0499
279.1990	50.0000	4.0474
279.2993	50.0000	4.0519
279.3994	50.0000	4.0529
279.4994	50.0000	4.0493
279.5993	50.0000	4.0481
279.6996	50.0000	4.0524
279.8005	50.0000	4.0482
279.9023	50.0000	4.0524
280.0016	50.0000	4.0462
280.1020	50.0000	4.0503
280.2020	50.0000	4.0505
280.3020	50.0000	4.0483
280.4024	50.0000	4.0451
280.5023	50.0000	4.0501
280.6018	50.0000	4.0503
280.7020	50.0000	4.0494
280.8019	50.0000	4.0506
280.9016	50.0000	4.0489
281.0021	50.0000	4.0504
281.1022	50.0000	4.0458
281.2025	50.0000	4.0522
281.3025	50.0000	4.0485
281.4036	50.0000	4.0497
281.5044	50.0000	4.0496
281.6044	50.0000	4.0505
281.7044	50.0000	4.0483
281.8044	50.0000	4.0498
281.9044	50.0000	4.0492
282.0038	50.0000	4.0515
282.1044	50.0000	4.0509
282.2045	50.0000	4.0507
282.3050	50.0000	4.0507
282.4046	50.0000	4.0480
282.5064	50.0000	4.0491
282.6070	50.0000	4.0530
282.7068	50.0000	4.0481
282.8068	50.0000	4.0494
282.9068	50.0000	4.0496
283.0069	50.0000	4.0494
283.1068	50.0000	4.0514
283.2069	50.0000	4.0485
283.3069	50.0000	4.0500
283.4067	50.0000	4.0499
283.5069	50.0000	4.0514
283.6086	50.0000	4.0506
283.7089	50.0000	4.0499
283.8095	50.0000	4.0489
283.9095	50.0000	4.0515
284.0097	50.0000	4.0519
284.1100	50.0000	4.0469
284.2097	50.0000	4.0497
284.3115	50.0000	4.0507
284.4116	50.0000	4.0535
284.5117	50.0000	4.0509
284.6121	50.0000	4.0483
284.7120	50.0000	4.0515
284.8120	50.0000	4.0523
284.9121	50.0000	4.0525
285.0120	50.0000	4.0476
285.1121	50.0000	4.0529
285.2121	50.0000	4.0492
285.3122	50.0000	4.0507
285.4123	50.0000	4.0476
285.5125	50.0000	4.0504
285.6123	50.0000	4.0506
285.7125	50.0000	4.0489
285.8126	50.0000	4.0520
285.9130	50.0000	4.0517
286.0137	50.0000	4.0459
286.1142	50.0000	4.0464
286.2145	50.0000	4.0485
286.3145	50.0000	4.0497
286.4145	50.0000	4.0497
286.5138	50.0000	4.0522
286.6145	50.0000	4.0510
286.7140	50.0000	4.0472
286.8141	50.0000	4.0460
286.9145	50.0000	4.0487
287.0165	50.0000	4.0501
287.1167	50.0000	4.0467
287.2167	50.0000	4.0513
287.3165	50.0000	4.0515
287.4169	50.0000	4.0489
287.5169	50.0000	4.0491
287.6178	50.0000	4.0474
287.7182	50.0000	4.0493
287.8178	50.0000	4.0472
287.9175	50.0000	4.0525
288.0186	50.0000	4.0482
288.1203	50.0000	4.0468
288.2201	50.0000	4.0520
288.3202	50.0000	4.0496
288.4205	50.0000	4.0498
288.5208	50.0000	4.0507
288.6208	50.0000	4.0483
288.7210	50.0000	4.0513
288.8213	50.0000	4.0498
288.9215	50.0000	4.0513
289.0206	50.0000	4.0507
289.1215	50.0000	4.0501
289.2211	50.0000	4.0520
289.3210	50.0000	4.0516
289.4224	50.0000	4.0493
289.5220	50.0000	4.0496
289.6218	50.0000	4.0504
289.7225	50.0000	4.0510
289.8223	50.0000	4.0488
289.9221	50.0000	4.0484
290.0219	50.0000	4.0478
290.1226	50.0000	4.0507
290.2238	50.0000	4.0514
290.3239	50.0000	4.0495
290.4245	50.0000	4.0512
290.5240	50.0000	4.0512
290.6245	50.0000	4.0545
290.7244	50.0000	4.0507
290.8239	50.0000	4.0489
290.9239	50.0000	4.0500
291.0245	50.0000	4.0501
291.1245	50.0000	4.0500
291.2245	50.0000	4.0543
291.3243	50.0000	4.0526
291.4245	50.0000	4.0482
291.5245	50.0000	4.0459
291.6245	50.0000	4.0504
291.7245	50.0000	4.0466
291.8245	50.0000	4.0501
291.9245	50.0000	4.0483
292.0238	50.0000	4.0514
292.1245	50.0000	4.0492
292.2244	50.0000	4.0504
292.3245	50.0000	4.0507
292.4240	50.0000	4.0471
292.5240	50.0000	4.0515
292.6241	50.0000	4.0523
292.7244	50.0000	4.0484
292.8245	50.0000	4.0485
292.9245	50.0000	4.0450
293.0245	50.0000	4.0468
293.1245	50.0000	4.0503
293.2245	50.0000	4.0470
293.3245	50.0000	4.0491
293.4244	50.0000	4.0471
293.5241	50.0000	4.0509
293.6245	50.0000	4.0495
293.7243	50.0000	4.0495
293.8245	50.0000	4.0496
293.9245	50.0000	4.0508
294.0244	50.0000	4.0498
294.1245	50.0000	4.0503
294.2245	50.0000	4.0480
294.3241	50.0000	4.0499
294.4245	50.0000	4.0485
294.5245	50.0000	4.0489
294.6241	50.0000	4.0507
294.7245	50.0000	4.0504
294.8253	50.0000	4.0481
294.9250	50.0000	4.0492
295.0249	50.0000	4.0459
295.1265	50.0000	4.0492
295.2259	50.0000	4.0499
295.3261	50.0000	4.0494
295.4269	50.0000	4.0507
295.5268	50.0000	4.0492
295.6266	50.0000	4.0494
295.7270	50.0000	4.0502
295.8268	50.0000	4.0481
295.9269	50.0000	4.0486
296.0269	50.0000	4.0497
296.1269	50.0000	4.0507
296.2269	50.0000	4.0499
296.3267	50.0000	4.0482
296.4269	50.0000	4.0471
296.5269	50.0000	4.0459
296.6266	50.0000	4.0532
296.7270	50.0000	4.0498
296.8266	50.0000	4.0485
296.9267	50.0000	4.0514
297.0267	50.0000	4.0495
297.1267	50.0000	4.0471
297.2268	50.0000	4.0489
297.3269	50.0000	4.0487
297.4270	50.0000	4.0489
297.5270	50.0000	4.0515
297.6270	50.0000	4.0530
297.7268	50.0000	4.0480
297.8268	50.0000	4.0492
297.9268	50.0000	4.0502
298.0282	50.0000	4.0478
298.1283	50.0000	4.0500
298.2292	50.0000	4.0506
298.3301	50.0000	4.0499
298.4299	50.0000	4.0502
298.5298	50.0000	4.0515
298.6299	50.0000	4.0488
298.7302	50.0000	4.0476
298.8302	50.0000	4.0483
298.9304	50.0000	4.0502
299.0307	50.0000	4.0490
299.1315	50.0000	4.0521
299.2312	50.0000	4.0508
299.3313	50.0000	4.0498
299.4316	50.0000	4.0511
299.5317	50.0000	4.0501
299.6319	50.0000	4.0485
299.7321	50.0000	4.0496
299.8322	50.0000	4.0508
299.9325	50.0000	4.0505
300.0318	50.0000	4.0509
300.1317	50.0000	4.0520
300.2325	50.0000	4.0511
300.3324	50.0000	4.0493
300.4323	50.0000	4.0504
300.5322	50.0000	4.0513
300.6322	50.0000	4.0493
300.7322	50.0000	4.0514
300.8324	50.0000	4.0492
300.9322	50.0000	4.0508
301.0322	50.0000	4.0498
301.1322	50.0000	4.0507
301.2317	50.0000	4.0520
301.3321	50.0000	4.0489
301.4322	50.0000	4.0514
301.5325	50.0000	4.0516
301.6317	50.0000	4.0494
301.7319	50.0000	4.0496
301.8319	50.0000	4.0493
301.9322	50.0000	4.0498
302.0322	50.0000	4.0497
302.1319	50.0000	4.0484
302.2320	50.0000	4.0514
302.3321	50.0000	4.0503
302.4322	50.0000	4.0494
302.5320	50.0000	4.0482
302.6317	50.0000	4.0495
302.7319	50.0000	4.0518
302.8318	50.0000	4.0523
302.9327	50.0000	4.0521
303.0346	50.0000	4.0502
303.1346	50.0000	4.0490
303.2346	50.0000	4.0502
303.3346	50.0000	4.0470
303.4338	50.0000	4.0473
303.5346	50.0000	4.0466
303.6346	50.0000	4.0492
303.7344	50.0000	4.0505
303.8356	50.0000	4.0510
303.9348	50.0000	4.0455
304.0355	50.0000	4.0464
304.1354	50.0000	4.0500
304.2348	50.0000	4.0467
304.3356	50.0000	4.0496
304.4358	50.0000	4.0553
304.5358	50.0000	4.0461
304.6358	50.0000	4.0497
304.7366	50.0000	4.0456
304.8375	50.0000	4.0495
304.9369	50.0000	4.0477
305.0369	50.0000	4.0453
305.1370	50.0000	4.0511
305.2369	50.0000	4.0498
305.3386	50.0000	4.0523
305.4378	50.0000	4.0481
305.5381	50.0000	4.0501
305.6378	50.0000	4.0495
305.7377	50.0000	4.0516
305.8377	50.0000	4.0526
305.9382	50.0000	4.0522
306.0390	50.0000	4.0475
306.1394	50.0000	4.0496
306.2396	50.0000	4.0526
306.3398	50.0000	4.0488
306.4398	50.0000	4.0530
306.5403	50.0000	4.0495
306.6406	50.0000	4.0476
306.7403	50.0000	4.0506
306.8397	50.0000	4.0500
306.9409	50.0000	4.0492
307.0413	50.0000	4.0502
307.1416	50.0000	4.0493
307.2420	50.0000	4.0510
307.3422	50.0000	4.0480
307.4421	50.0000	4.0514
307.5427	50.0000	4.0495
307.6428	50.0000	4.0460
307.7428	50.0000	4.0490
307.8435	50.0000	4.0458
307.9437	50.0000	4.0511
308.0446	50.0000	4.0468
308.1447	50.0000	4.0495
308.2468	50.0000	4.0498
308.3469	50.0000	4.0497
308.4471	50.0000	4.0500
308.5470	50.0000	4.0490
308.6470	50.0000	4.0490
308.7471	50.0000	4.0494
308.8467	50.0000	4.0500
308.9469	50.0000	4.0498
309.0469	50.0000	4.0494
309.1468	50.0000	4.0513
309.2470	50.0000	4.0515
309.3471	50.0000	4.0502
309.4470	50.0000	4.0510
309.5480	50.0000	4.0521
309.6483	50.0000	4.0489
309.7487	50.0000	4.0508
309.8488	50.0000	4.0474
309.9493	50.0000	4.0490
310.0494	50.0000	4.0487
310.1497	50.0000	4.0484
310.2498	50.0000	4.0476
310.3500	50.0000	4.0517
310.4502	50.0000	4.0486
310.5503	50.0000	4.0489
310.6504	50.0000	4.0508
310.7505	50.0000	4.0505
310.8506	50.0000	4.0509
310.9506	50.0000	4.0491
311.0508	50.0000	4.0503
311.1513	50.0000	4.0497
311.2519	50.0000	4.0510
311.3526	50.0000	4.0482
311.4526	50.0000	4.0478
311.5527	50.0000	4.0467
311.6528	50.0000	4.0484
311.7532	50.0000	4.0522
311.8533	50.0000	4.0508
311.9532	50.0000	4.0505
312.0546	50.0000	4.0508
312.1547	50.0000	4.0492
312.2543	50.0000	4.0480
312.3539	50.0000	4.0508
312.4542	50.0000	4.0513
312.5545	50.0000	4.0476
312.6547	50.0000	4.0513
312.7543	50.0000	4.0493
312.8547	50.0000	4.0475
312.9547	50.0000	4.0480
313.0547	50.0000	4.0497
313.1547	50.0000	4.0451
313.2542	50.0000	4.0512
313.3544	50.0000	4.0497
313.4546	50.0000	4.0498
313.5547	50.0000	4.0506
313.6547	50.0000	4.0485
313.7547	50.0000	4.0504
313.8547	50.0000	4.0503
313.9547	50.0000	4.0502
314.0547	50.0000	4.0494
314.1547	50.0000	4.0502
314.2547	50.0000	4.0501
314.3543	50.0000	4.0493
314.4547	50.0000	4.0508
314.5547	50.0000	4.0471
314.6547	50.0000	4.0478
314.7546	50.0000	4.0505
314.8547	50.0000	4.0510
314.9547	50.0000	4.0509
315.0547	50.0000	4.0496
315.1547	50.0000	4.0499
315.2548	50.0000	4.0504
315.3554	50.0000	4.0473
315.4567	50.0000	4.0486
315.5566	50.0000	4.0497
315.6575	50.0000	4.0495
315.7571	50.0000	4.0503
315.8571	50.0000	4.0517
315.9586	50.0000	4.0489
316.0579	50.0000	4.0493
316.1581	50.0000	4.0527
316.2597	50.0000	4.0474
316.3598	50.0000	4.0522
316.4610	50.0000	4.0486
316.5613	50.0000	4.0499
316.6613	50.0000	4.0491
316.7613	50.0000	4.0466
316.8616	50.0000	4.0497
316.9618	50.0000	4.0506
317.0622	50.0000	4.0491
317.1623	50.0000	4.0496
317.2623	50.0000	4.0470
317.3622	50.0000	4.0457
317.4623	50.0000	4.0488
317.5624	50.0000	4.0471
317.6623	50.0000	4.0476
317.7624	50.0000	4.0497
317.8624	50.0000	4.0492
317.9624	50.0000	4.0483
318.0626	50.0000	4.0495
318.1619	50.0000	4.0481
318.2620	50.0000	4.0497
318.3621	50.0000	4.0474
318.4625	50.0000	4.0506
318.5626	50.0000	4.0510
318.6628	50.0000	4.0470
318.7629	50.0000	4.0488
318.8632	50.0000	4.0496
318.9635	50.0000	4.0488
319.0637	50.0000	4.0482
319.1628	50.0000	4.0503
319.2636	50.0000	4.0495
319.3629	50.0000	4.0444
319.4632	50.0000	4.0476
319.5638	50.0000	4.0478
319.6633	50.0000	4.0470
319.7633	50.0000	4.0475
319.8633	50.0000	4.0495
319.9640	50.0000	4.0483
320.0647	50.0000	4.0500
320.1646	50.0000	4.0487
320.2646	50.0000	4.0514
320.3648	50.0000	4.0467
320.4647	50.0000	4.0476
320.5648	50.0000	4.0453
320.6648	50.0000	4.0493
320.7648	50.0000	4.0485
320.8654	50.0000	4.0502
320.9669	50.0000	4.0454
321.0672	50.0000	4.0492
321.1672	50.0000	4.0491
321.2687	50.0000	4.0481
321.3685	50.0000	4.0465
321.4683	50.0000	4.0478
321.5695	50.0000	4.0502
321.6693	50.0000	4.0494
321.7699	50.0000	4.0495
321.8710	50.0000	4.0506
321.9721	50.0000	4.0490
322.0721	50.0000	4.0499
322.1729	50.0000	4.0489
322.2736	50.0000	4.0489
322.3732	50.0000	4.0482
322.4737	50.0000	4.0509
322.5733	50.0000	4.0510
322.6732	50.0000	4.0487
322.7733	50.0000	4.0502
322.8733	50.0000	4.0483
322.9730	50.0000	4.0502
323.0728	50.0000	4.0499
323.1732	50.0000	4.0488
323.2732	50.0000	4.0504
323.3731	50.0000	4.0487
323.4732	50.0000	4.0488
323.5729	50.0000	4.0459
323.6730	50.0000	4.0493
323.7730	50.0000	4.0501
323.8729	50.0000	4.0475
323.9729	50.0000	4.0470
324.0730	50.0000	4.0489
324.1729	50.0000	4.0447
324.2730	50.0000	4.0501
324.3730	50.0000	4.0515
324.4729	50.0000	4.0456
324.5740	50.0000	4.0462
324.6748	50.0000	4.0483
324.7749	50.0000	4.0474
324.8769	50.0000	4.0482
324.9777	50.0000	4.0477
325.0772	50.0000	4.0503
325.1772	50.0000	4.0467
325.2771	50.0000	4.0506
325.3772	50.0000	4.0468
325.4772	50.0000	4.0466
325.5772	50.0000	4.0484
325.6773	50.0000	4.0470
325.7771	50.0000	4.0479
325.8770	50.0000	4.0470
325.9772	50.0000	4.0477
326.0772	50.0000	4.0470
326.1772	50.0000	4.0505
326.2771	50.0000	4.0497
326.3781	50.0000	4.0514
326.4784	50.0000	4.0487
326.5788	50.0000	4.0480
326.6783	50.0000	4.0495
326.7795	50.0000	4.0463
326.8806	50.0000	4.0491
326.9804	50.0000	4.0455
327.0805	50.0000	4.0502
327.1805	50.0000	4.0484
327.2808	50.0000	4.0469
327.3808	50.0000	4.0488
327.4811	50.0000	4.0485
327.5819	50.0000	4.0459
327.6822	50.0000	4.0493
327.7822	50.0000	4.0485
327.8824	50.0000	4.0477
327.9824	50.0000	4.0462
328.0823	50.0000	4.0493
328.1821	50.0000	4.0480
328.2826	50.0000	4.0476
328.3822	50.0000	4.0470
328.4819	50.0000	4.0472
328.5826	50.0000	4.0475
328.6824	50.0000	4.0434
328.7821	50.0000	4.0482
328.8838	50.0000	4.0489
328.9836	50.0000	4.0477
329.0833	50.0000	4.0504
329.1843	50.0000	4.0472
329.2848	50.0000	4.0488
329.3848	50.0000	4.0503
329.4843	50.0000	4.0491
329.5849	50.0000	4.0480
329.6849	50.0000	4.0491
329.7848	50.0000	4.0475
329.8848	50.0000	4.0479
329.9848	50.0000	4.0459
330.0844	50.0000	4.0490
330.1848	50.0000	4.0474
330.2848	50.0000	4.0499
330.3849	50.0000	4.0471
330.4849	50.0000	4.0465
330.5869	50.0000	4.0485
330.6867	50.0000	4.0473
330.7860	50.0000	4.0495
330.8870	50.0000	4.0471
330.9873	50.0000	4.0479
331.0873	50.0000	4.0475
331.1871	50.0000	4.0488
331.2872	50.0000	4.0475
331.3882	50.0000	4.0468
331.4887	50.0000	4.0489
331.5893	50.0000	4.0483
331.6894	50.0000	4.0501
331.7892	50.0000	4.0449
331.8907	50.0000	4.0515
331.9918	50.0000	4.0483
332.0926	50.0000	4.0494
332.1927	50.0000	4.0469
332.2926	50.0000	4.0470
332.3928	50.0000	4.0479
332.4936	50.0000	4.0481
332.5938	50.0000	4.0500
332.6933	50.0000	4.0466
332.7934	50.0000	4.0483
332.8939	50.0000	4.0475
332.9953	50.0000	4.0499
333.0951	50.0000	4.0467
333.1958	50.0000	4.0498
333.2951	50.0000	4.0488
333.3954	50.0000	4.0472
333.4951	50.0000	4.0473
333.5969	50.0000	4.0494
333.6974	50.0000	4.0457
333.7970	50.0000	4.0483
333.8971	50.0000	4.0478
333.9971	50.0000	4.0480
334.0976	50.0000	4.0478
334.1973	50.0000	4.0473
334.2981	50.0000	4.0483
334.3990	50.0000	4.0446
334.5000	50.0000	4.0478
334.6003	50.0000	4.0471
334.7000	50.0000	4.0468
334.8011	50.0000	4.0486
334.9018	50.0000	4.0479
335.0013	50.0000	4.0481
335.1016	50.0000	4.0478
335.2019	50.0000	4.0530
335.3010	50.0000	4.0479
335.4011	50.0000	4.0496
335.5015	50.0000	4.0465
335.6016	50.0000	4.0488
335.7018	50.0000	4.0499
335.8022	50.0000	4.0501
335.9029	50.0000	4.0486
336.0021	50.0000	4.0507
336.1021	50.0000	4.0491
336.2026	50.0000	4.0492
336.3028	50.0000	4.0481
336.4019	50.0000	4.0464
336.5021	50.0000	4.0473
336.6026	50.0000	4.0477
336.7023	50.0000	4.0485
336.8022	50.0000	4.0489
336.9023	50.0000	4.0478
337.0021	50.0000	4.0466
337.1022	50.0000	4.0461
337.2032	50.0000	4.0506
337.3030	50.0000	4.0452
337.4043	50.0000	4.0494
337.5048	50.0000	4.0484
337.6049	50.0000	4.0486
337.7049	50.0000	4.0509
337.8049	50.0000	4.0477
337.9048	50.0000	4.0483
338.0049	50.0000	4.0497
338.1049	50.0000	4.0472
338.2044	50.0000	4.0496
338.3044	50.0000	4.0496
338.4048	50.0000	4.0483
338.5048	50.0000	4.0481
338.6049	50.0000	4.0460
338.7049	50.0000	4.0476
338.8049	50.0000	4.0474
338.9049	50.0000	4.0476
339.0049	50.0000	4.0478
339.1049	50.0000	4.0466
339.2049	50.0000	4.0449
339.3049	50.0000	4.0486
339.4044	50.0000	4.0483
339.5042	50.0000	4.0491
339.6046	50.0000	4.0490
339.7049	50.0000	4.0479
339.8049	50.0000	4.0484
339.9049	50.0000	4.0451
340.0049	50.0000	4.0469
340.1049	50.0000	4.0459
340.2049	50.0000	4.0466
340.3049	50.0000	4.0463
340.4046	50.0000	4.0487
340.5048	50.0000	4.0484
340.6048	50.0000	4.0492
340.7049	50.0000	4.0479
340.8045	50.0000	4.0472
340.9049	50.0000	4.0476
341.0049	50.0000	4.0481
341.1049	50.0000	4.0491
341.2047	50.0000	4.0480
341.3045	50.0000	4.0502
341.4041	50.0000	4.0461
341.5043	50.0000	4.0476
341.6049	50.0000	4.0480
341.7049	50.0000	4.0461
341.8049	50.0000	4.0495
341.9049	50.0000	4.0436
342.0049	50.0000	4.0496
342.1048	50.0000	4.0469
342.2044	50.0000	4.0511
342.3049	50.0000	4.0469
342.4045	50.0000	4.0490
342.5044	50.0000	4.0476
342.6048	50.0000	4.0458
342.7046	50.0000	4.0491
342.8048	50.0000	4.0458
342.9049	50.0000	4.0496
343.0050	50.0000	4.0482
343.1050	50.0000	4.0488
343.2049	50.0000	4.0447
343.3050	50.0000	4.0471
343.4044	50.0000	4.0497
343.5044	50.0000	4.0485
343.6049	50.0000	4.0484
343.7049	50.0000	4.0479
343.8049	50.0000	4.0474
343.9050	50.0000	4.0502
344.0047	50.0000	4.0958
344.1049	50.0000	4.0742
344.2050	50.0000	4.2477
344.3050	50.0000	4.8626
344.4045	50.0000	4.7312
344.5049	50.0000	5.1315
344.6050	50.0000	4.9051
344.7050	50.0000	4.7400
344.8049	50.0000	4.5876
344.9050	50.0000	4.6488
345.0050	50.0000	4.8344
345.1042	50.0000	5.2142
345.2050	50.0000	5.5208
345.3050	50.0000	4.8922
345.4051	50.0000	3.7481
345.5070	50.0000	3.1921
345.6067	50.0000	2.7427
345.7064	50.0000	2.6183
345.8065	50.0000	2.6105
345.9065	50.0000	2.6006
346.0066	50.0000	2.6033
346.1065	50.0000	2.6789
346.2064	50.0000	2.6668
346.3076	50.0000	2.3709
346.4074	50.0000	2.5077
346.5074	50.0000	2.9378
346.6073	50.0000	2.6331
346.7073	50.0000	2.6404
346.8074	50.0000	2.6175
346.9073	50.0000	2.6071
347.0074	50.0000	2.5996
347.1080	50.0000	2.6097
347.2074	50.0000	2.6223
347.3074	50.0000	2.6233
347.4077	50.0000	2.6201
347.5074	50.0000	2.6208
347.6073	50.0000	2.6143
347.7083	50.0000	2.6111
347.8099	50.0000	2.6116
347.9094	50.0000	2.6167
348.0095	50.0000	2.6227
348.1090	50.0000	2.6198
348.2098	50.0000	2.6180
348.3092	50.0000	2.6160
348.4096	50.0000	2.6137
348.5092	50.0000	2.6180
348.6097	50.0000	2.6174
348.7108	50.0000	2.6167
348.8118	50.0000	2.6138
348.9119	50.0000	2.6138
349.0130	50.0000	2.6175
349.1126	50.0000	2.6180
349.2121	50.0000	2.6168
349.3129	50.0000	2.6141
349.4126	50.0000	2.6175
349.5134	50.0000	2.6193
349.6138	50.0000	2.6172
349.7139	50.0000	2.6159
349.8136	50.0000	2.6139
349.9133	50.0000	2.6180
350.0134	50.0000	2.6161
350.1131	50.0000	2.6185
350.2142	50.0000	2.6177
350.3156	50.0000	2.6157
350.4171	50.0000	2.6176
350.5174	50.0000	2.6165
350.6174	50.0000	2.6159
350.7173	50.0000	2.6165
350.8181	50.0000	2.6155
350.9193	50.0000	2.6149
351.0203	50.0000	2.6170
351.1212	50.0000	2.6148
351.2217	50.0000	2.6166
351.3214	50.0000	2.6176
351.4215	50.0000	2.6171
351.5219	50.0000	2.6164
351.6220	50.0000	2.6147
351.7220	50.0000	2.6158
351.8218	50.0000	2.6167
351.9217	50.0000	2.6176
352.0217	50.0000	2.6177
352.1216	50.0000	2.6155
352.2218	50.0000	2.6148
352.3222	50.0000	2.6154
352.4222	50.0000	2.6133
352.5229	50.0000	2.6175
352.6229	50.0000	2.6160
352.7228	50.0000	2.6162
352.8230	50.0000	2.6149
352.9231	50.0000	2.6173
353.0237	50.0000	2.6165
353.1238	50.0000	2.6171
353.2235	50.0000	2.6194
353.3233	50.0000	2.6196
353.4231	50.0000	2.6195
353.5239	50.0000	2.6204
353.6240	50.0000	2.6172
353.7240	50.0000	2.6167
353.8239	50.0000	2.6171
353.9239	50.0000	2.6180
354.0238	50.0000	2.6178
354.1236	50.0000	2.6174
354.2235	50.0000	2.6156
354.3249	50.0000	2.6180
354.4245	50.0000	2.6180
354.5250	50.0000	2.6612
354.6247	50.0000	2.9759
354.7250	50.0000	2.6236
354.8251	50.0000	2.6195
354.9249	50.0000	2.6230
355.0250	50.0000	2.8680
355.1249	50.0000	2.6184
355.2250	50.0000	2.6206
355.3251	50.0000	2.6185
355.4257	50.0000	2.6154
355.5252	50.0000	2.6305
355.6261	50.0000	3.0115
355.7262	50.0000	3.1363
355.8265	50.0000	3.5663
355.9272	50.0000	4.0094
356.0273	50.0000	4.1582
356.1274	50.0000	4.1783
356.2274	50.0000	4.2732
356.3280	50.0000	4.3018
356.4275	50.0000	4.3550
356.5274	50.0000	4.4317
356.6283	50.0000	4.4225
356.7286	50.0000	4.4383
356.8288	50.0000	4.4254
356.9284	50.0000	4.4524
357.0282	50.0000	4.5024
357.1288	50.0000	4.5081
357.2295	50.0000	4.5041
357.3295	50.0000	4.5079
357.4295	50.0000	4.5098
357.5300	50.0000	4.5029
357.6301	50.0000	4.4984
357.7292	50.0000	4.4962
357.8294	50.0000	4.5052
357.9294	50.0000	4.5048
358.0297	50.0000	4.5117
358.1300	50.0000	4.5052
358.2300	50.0000	4.5024
358.3297	50.0000	4.5004
358.4294	50.0000	4.5018
358.5311	50.0000	4.5046
358.6308	50.0000	4.5071
358.7307	50.0000	4.5055
358.8317	50.0000	4.5018
358.9329	50.0000	4.5064
359.0322	50.0000	4.5044
359.1328	50.0000	4.5056
359.2323	50.0000	4.5025
359.3341	50.0000	4.5031
359.4338	50.0000	4.5052
359.5348	50.0000	4.5036
359.6361	50.0000	4.5098
359.7367	50.0000	4.5032
359.8365	50.0000	4.5043
359.9362	50.0000	4.5032
360.0370	50.0000	4.5041
360.1365	50.0000	4.5014
360.2365	50.0000	4.5064
360.3379	50.0000	4.5034
360.4376	50.0000	4.5069
360.5372	50.0000	4.5010
360.6375	50.0000	4.5102
360.7375	50.0000	4.5026
360.8389	50.0000	4.5013
360.9395	50.0000	4.5054
361.0398	50.0000	4.5019
361.1400	50.0000	4.5079
361.2394	50.0000	4.5067
361.3398	50.0000	4.5040
361.4395	50.0000	4.5042
361.5411	50.0000	4.5034
361.6410	50.0000	4.5038
361.7404	50.0000	4.5013
361.8412	50.0000	4.5096
361.9424	50.0000	4.5009
362.0426	50.0000	4.5048
362.1427	50.0000	4.5053
362.2428	50.0000	4.5085
362.3427	50.0000	4.5062
362.4426	50.0000	4.5046
362.5433	50.0000	4.5060
362.6437	50.0000	4.5105
362.7433	50.0000	4.5043
362.8433	50.0000	4.5062
362.9432	50.0000	4.5064
363.0442	50.0000	4.5030
363.1446	50.0000	4.5083
363.2451	50.0000	4.5050
363.3449	50.0000	4.5031
363.4451	50.0000	4.5060
363.5451	50.0000	4.5023
363.6451	50.0000	4.5053
363.7446	50.0000	4.5010
363.8450	50.0000	4.5070
363.9447	50.0000	4.5052
364.0445	50.0000	4.5010
364.1443	50.0000	4.5022
364.2445	50.0000	4.5025
364.3443	50.0000	4.5045
364.4450	50.0000	4.5057
364.5450	50.0000	4.5019
364.6449	50.0000	4.5040
364.7450	50.0000	4.5043
364.8450	50.0000	4.5042
364.9450	50.0000	4.5045
365.0451	50.0000	4.5085
365.1451	50.0000	4.5038
365.2446	50.0000	4.5076
365.3443	50.0000	4.5016
365.4448	50.0000	4.5046
365.5451	50.0000	4.5060
365.6449	50.0000	4.5022
365.7453	50.0000	4.5061
365.8459	50.0000	4.5000
365.9461	50.0000	4.5039
366.0462	50.0000	4.5047
366.1468	50.0000	4.5062
366.2466	50.0000	4.5050
366.3467	50.0000	4.5021
366.4470	50.0000	4.5072
366.5472	50.0000	4.5072
366.6475	50.0000	4.5053
366.7474	50.0000	4.5025
366.8484	50.0000	4.5053
366.9493	50.0000	4.5060
367.0495	50.0000	4.5074
367.1495	50.0000	4.5071
367.2506	50.0000	4.5067
367.3504	50.0000	4.5042
367.4508	50.0000	4.5055
367.5505	50.0000	4.5034
367.6509	50.0000	4.5044
367.7512	50.0000	4.5061
367.8518	50.0000	4.5061
367.9522	50.0000	4.5088
368.0522	50.0000	4.5057
368.1524	50.0000	4.5065
368.2526	50.0000	4.5035
368.3524	50.0000	4.5056
368.4524	50.0000	4.5059
368.5528	50.0000	4.5040
368.6531	50.0000	4.5069
368.7532	50.0000	4.5036
368.8533	50.0000	4.5130
368.9536	50.0000	4.5033
369.0548	50.0000	4.5040
369.1542	50.0000	4.5023
369.2549	50.0000	4.5042
369.3550	50.0000	4.4994
369.4548	50.0000	4.5060
369.5552	50.0000	4.5061
369.6552	50.0000	4.5033
